Inner_Radius_Pixels,Outer_Radius_Pixels,Photon_Counts,Photon_Counts_Err,Exposure_Sum,Background_Counts,Background_Err,Area_Pixels,Area_Arcsec2,Surface_Brightness,Surface_Brightness_Err,Inner_Radius_Arcsec,Outer_Radius_Arcsec
0.0,4.0000000596044405,28.0,5.291502622129181,241780.771484375,0.6928392914369155,0.8323696843572065,11,176.00000524519078,7.0588636265151174e-06,1.3846659360197314e-06,0.0,16.000000476835528
4.0000000596044405,4.734042455877845,14.0,3.7416573867739413,109900.8515625,0.31492837636735926,0.5611847969852348,5,80.00000238417762,7.782623508611142e-06,2.151659456398178e-06,16.000000476835528,18.936170105681335
4.734042455877845,5.602789410025703,13.0,3.605551275463989,131881.15625,0.37791444395262763,0.6147474635593283,6,96.00000286101314,5.981751648030275e-06,1.7333707566013597e-06,18.936170105681335,22.41115797405394
5.602789410025703,6.630960635792442,23.0,4.795831523312719,175841.814453125,0.5038867089322147,0.7098497791309191,8,128.0000038146842,7.995862890532282e-06,1.7231682758638826e-06,22.41115797405394,26.523842938404467
6.630960635792442,7.847812176332929,33.0,5.744562646538029,329704.10546875,0.9447895906872145,0.9720028758636543,15,240.00000715253287,6.07651090066473e-06,1.1044402100923867e-06,26.523842938404467,31.39124917309617
7.847812176332929,9.287968868727752,48.0,6.928203230275509,417626.44921875,1.1967370726003475,1.0939547854460656,19,304.00000905987497,7.004354851703145e-06,1.0496878213296547e-06,31.39124917309617,37.1518760285152
9.287968868727752,10.992409574558124,71.0,8.426149773176359,571490.626953125,1.6376453582580344,1.2797051841178242,26,416.0000123977236,7.585683529097398e-06,9.320769567310215e-07,37.1518760285152,43.96963895342892
10.992409574558124,13.00963321073109,85.0,9.219544457292887,791297.84765625,2.2675179236581773,1.5058279860788142,36,576.0000171660788,6.534555845167538e-06,7.378470272991684e-07,43.96963895342892,52.03853361835627
13.00963321073109,15.397038759316873,143.0,11.958260743101398,1164971.18359375,3.3383043709283986,1.827102725882811,53,848.0000252722828,7.49276534871066e-06,6.489987058135657e-07,52.03853361835627,61.58815595499937
15.397038759316873,18.22255852381436,138.0,11.74734012447073,1099032.658203125,3.1493530143980624,1.774641658025096,75,1200.0000357626643,7.668712228444424e-06,6.756298866671989e-07,61.58815595499937,72.89023518140284
18.22255852381436,21.56659110524783,117.0,10.816653826391969,1274885.181640625,3.653270420766804,1.911353034048604,101,1616.000048160388,5.5567124707352765e-06,5.384910386777968e-07,72.89023518140284,86.26636570645591
21.56659110524783,25.524289099859935,185.0,13.601470508735444,1956301.71484375,5.605915949412505,2.3676815557444595,143,2288.00006818748,5.731288703547892e-06,4.41074912629714e-07,86.26636570645591,102.09715792080071
25.524289099859935,30.208266613572547,300.0,17.320508075688775,3626884.14453125,10.393083775764428,3.2238306059351856,207,3312.0000987049534,4.990628595587805e-06,3.036003999444499e-07,102.09715792080071,120.83306825483702
30.208266613572547,35.751803634040876,492.0,22.181073012818835,6198734.677734375,17.762896812876644,4.214605178765461,282,4512.0001344676175,4.781591664558244e-06,2.2764654723022601e-07,120.83306825483702,143.00721666712977
35.751803634040876,42.31263843893406,619.0,24.879710609249457,8792618.232421875,25.19584694319255,5.019546487800721,400,6400.000190734209,4.220899563586007e-06,1.8041421284875962e-07,143.00721666712977,169.25055627775737
42.31263843893406,50.07745595132096,801.0,28.30194339616981,12353775.53125,35.400585979349714,5.949839155754525,562,8992.000267981564,3.873306733574258e-06,1.463145320574691e-07,169.25055627775737,200.30982679012257
50.07745595132096,59.26719975582947,918.0,30.298514815086232,16706403.921875,47.873339328973444,6.919056245541977,784,12544.000373839051,3.2552136848552884e-06,1.1626717390836997e-07,200.30982679012257,237.0688025559062
59.26719975582947,70.14335892605855,1130.0,33.61547262794322,21191118.02734375,60.724593364259704,7.792598627175643,1102,17632.000525472748,3.1536661178908514e-06,1.0177281705444081e-07,237.0688025559062,280.5734398850899
70.14335892605855,83.01540855143813,1522.0,39.01281840626232,33304065.78125,95.43507056150708,9.769087498917546,1541,24656.000734803543,2.6771597803811536e-06,7.547379302414802e-08,280.5734398850899,332.0616391538395
83.01540855143813,98.2496156796098,1644.0,40.54626986542659,41196977.423828125,118.05274726383132,10.865208109550013,2164,34624.001031872074,2.3150169361347273e-06,6.368308640700238e-08,332.0616391538395,392.9984685745526
98.2496156796098,116.27946124254558,2219.0,47.10626285325551,63401982.07421875,181.68270182553528,13.478972580487552,3022,48352.00144099695,2.0083335437693724e-06,4.8299713089984605e-08,392.9984685745526,465.1178519009545
116.27946124254558,137.61797451654274,2558.0,50.57667446560717,88136531.21289062,252.56123835320278,15.892175381400834,4249,67984.00202607414,1.6348489817540164e-06,3.7594176549309855e-08,465.1178519009545,550.4719062688133
137.61797451654274,162.8723310863287,2639.0,51.37119815616529,124349069.99804688,356.33073692779806,18.876724740478632,5948,95168.0028362177,1.1473091410532085e-06,2.7508053124584687e-08,550.4719062688133,651.489334053229
162.8723310863287,192.76112969026332,2964.0,54.4426303552648,158960788.4140625,455.5129755173857,21.34274995208878,8332,133312.00397299358,9.862836987784387e-07,2.2991755069684408e-08,651.489334053229,771.0445302504726
192.76112969026332,228.13483954970818,3226.0,56.79788728465171,235415009.00390625,674.5977562417431,25.973019775177146,11681,186896.00556991575,6.773681769793383e-07,1.6581027502174342e-08,771.0445302504726,912.5393717966822
228.13483954970818,270.00000000000006,3468.0,58.88972745734183,342003661.359375,980.0348056565285,31.305507593018334,16365,261840.00780341335,4.5466712079696326e-07,1.2188025028552489e-08,912.5393717966822,1080.000016093199
