Inner_Radius_Pixels,Outer_Radius_Pixels,Photon_Counts,Photon_Counts_Err,Exposure_Sum,Background_Counts,Background_Err,CXB_Counts,CXB_Err,Area_Pixels,Area_Arcsec2,Surface_Brightness,Surface_Brightness_Err,Inner_Radius_Arcsec,Outer_Radius_Arcsec
18.22255852381436,21.56659110524783,117.0,10.816653826391969,1274885.181640625,3.653270420766804,1.911353034048604,0.015480912569987666,0.0008690442449782145,101,1616.000048160388,5.555953534149674e-06,5.384910403631587e-07,72.89023518140284,86.26636570645591
21.56659110524783,25.524289099859935,185.0,13.601470508735444,1956301.71484375,5.605915949412505,2.3676815557444595,0.033633803612029056,0.0018880840088475884,143,2288.00006818748,5.730214169570258e-06,4.410749167543783e-07,86.26636570645591,102.09715792080071
25.524289099859935,30.208266613572547,300.0,17.320508075688775,3626884.14453125,10.393083775764428,3.2238306059351856,0.09026266237922596,0.005067029926204177,207,3312.0000987049534,4.989073151298502e-06,3.0360041250091046e-07,102.09715792080071,120.83306825483702
30.208266613572547,35.751803634040876,492.0,22.181073012818835,6198734.677734375,17.762896812876644,4.214605178765461,0.21016300378363664,0.0117978154142918,282,4512.0001344676175,4.779472653497455e-06,2.2764657830915284e-07,120.83306825483702,143.00721666712977
35.751803634040876,42.31263843893406,619.0,24.879710609249457,8792618.232421875,25.19584694319255,5.019546487800721,0.42284609005543133,0.023737099438609206,400,6400.000190734209,4.2178938741380785e-06,1.8041429174894705e-07,143.00721666712977,169.25055627775737
42.31263843893406,50.07745595132096,801.0,28.30194339616981,12353775.53125,35.400585979349714,5.949839155754525,0.8347186796393642,0.046858184970485973,562,8992.000267981564,3.8690837398999195e-06,1.4631472410723334e-07,169.25055627775737,200.30982679012257
50.07745595132096,59.26719975582947,918.0,30.298514815086232,16706403.921875,47.873339328973444,6.919056245541977,1.5747193026484105,0.08839922977640062,784,12544.000373839051,3.2493225335373482e-06,1.1626764423874312e-07,200.30982679012257,237.0688025559062
59.26719975582947,70.14335892605855,1130.0,33.61547262794322,21191118.02734375,60.724593364259704,7.792598627175643,2.8076280704233585,0.1576104125393076,1102,17632.000525472748,3.145385443461808e-06,1.0177387864738424e-07,237.0688025559062,280.5734398850899
70.14335892605855,83.01540855143813,1522.0,39.01281840626232,33304065.78125,95.43507056150708,9.769087498917546,6.170267683107626,0.3463772303950178,1541,24656.000734803543,2.665580361783009e-06,7.547659219844974e-08,280.5734398850899,332.0616391538395
83.01540855143813,98.2496156796098,1644.0,40.54626986542659,41196977.423828125,118.05274726383132,10.865208109550013,10.718320047138484,0.6016889708981635,2164,34624.001031872074,2.2987561562214336e-06,6.368962820302993e-08,332.0616391538395,392.9984685745526
98.2496156796098,116.27946124254558,2219.0,47.10626285325551,63401982.07421875,181.68270182553528,13.478972580487552,23.03569957458185,1.2931435439502268,3022,48352.00144099695,1.985625559990272e-06,4.831653199258996e-08,392.9984685745526,465.1178519009545
116.27946124254558,137.61797451654274,2558.0,50.57667446560717,88136531.21289062,252.56123835320278,15.892175381400834,45.024282013564196,2.5275055970550757,4249,67984.00202607414,1.602921045593395e-06,3.76368772702414e-08,465.1178519009545,550.4719062688133
137.61797451654274,162.8723310863287,2639.0,51.37119815616529,124349069.99804688,356.33073692779806,18.876724740478632,88.92371791270135,4.991866270462429,5948,95168.0028362177,1.1026145389625105e-06,2.7622238509560314e-08,550.4719062688133,651.489334053229
162.8723310863287,192.76112969026332,2964.0,54.4426303552648,158960788.4140625,455.5129755173857,21.34274995208878,159.23677757502858,8.938995328268614,8332,133312.00397299358,9.236751875780863e-07,2.325883431581833e-08,651.489334053229,771.0445302504726
192.76112969026332,228.13483954970818,3226.0,56.79788728465171,235415009.00390625,674.5977562417431,25.973019775177146,330.6117488557659,18.559386364748075,11681,186896.00556991575,5.895945308762037e-07,1.7297653314778598e-08,771.0445302504726,912.5393717966822
228.13483954970818,270.00000000000006,3468.0,58.88972745734183,342003661.359375,980.0348056565285,31.305507593018334,672.9005387815239,37.77428094287655,16365,261840.00780341335,3.316968512585848e-07,1.4007177690233002e-08,912.5393717966822,1080.000016093199
